op_number,file,line,model,operation,verdict,evidence_function_name,evidence_org_check_line,notes
514,server/src/services/mdmService.ts,425,mDMPolicy,create,ORG_IN_WHERE_OR_DATA,async createPolicy(data: {,server/src/services/mdmService.ts:427,organizationId in prisma where/data
515,server/src/services/mdmService.ts,536,mDMPolicy,update,ORG_IN_WHERE_OR_DATA,async updatePolicy(,server/src/services/mdmService.ts:521,organizationId in prisma where/data
516,server/src/services/mdmService.ts,565,mDMPolicy,delete,ORG_IN_WHERE_OR_DATA,"async deletePolicy(id: string, userId: string, organizationId: string): Promise<",server/src/services/mdmService.ts:559,organizationId in prisma where/data
517,server/src/services/mdmService.ts,606,deviceAction,create,ORG_IN_WHERE_OR_DATA,async executeAction(data: {,server/src/services/mdmService.ts:600,organizationId in prisma where/data
518,server/src/services/mdmService.ts,782,deviceComplianceCheck,create,ORG_IN_PRIOR_findFirst,async runComplianceCheck(,server/src/services/mdmService.ts:729,prior findFirst/findUnique with organizationId
519,server/src/services/mdmService.ts,797,managedDevice,update,ORG_IN_PRIOR_findFirst,async runComplianceCheck(,server/src/services/mdmService.ts:729,prior findFirst/findUnique with organizationId
520,server/src/services/mdmService.ts,1139,deviceAction,update,PARENT_ORG_VERIFIED,private async executeDeviceAction(,server/src/services/mdmService.ts:1081,executeDeviceAction receives action+device from org-scoped caller
521,server/src/services/mdmService.ts,1150,managedDevice,update,PARENT_ORG_VERIFIED,private async executeDeviceAction(,server/src/services/mdmService.ts:1081,managedDevice.update uses device.id from org-scoped load
522,server/src/services/monitoringService.ts,29,continuousMonitor,create,ORG_IN_WHERE_OR_DATA,async createMonitor(data: {,server/src/services/monitoringService.ts:20,organizationId in prisma where/data
523,server/src/services/monitoringService.ts,75,monitorResult,create,ORG_IN_WHERE_OR_DATA,async executeMonitor(,server/src/services/monitoringService.ts:61,organizationId in prisma where/data
524,server/src/services/monitoringService.ts,89,continuousMonitor,update,ORG_IN_WHERE_OR_DATA,async executeMonitor(,server/src/services/monitoringService.ts:90,organizationId in prisma where/data
525,server/src/services/monitoringService.ts,262,issue,create,ORG_IN_WHERE_OR_DATA,private async createIssueFromFailure(,server/src/services/monitoringService.ts:256,organizationId in prisma where/data
526,server/src/services/monitoringService.ts,399,continuousMonitor,update,ORG_IN_WHERE_OR_DATA,async toggleMonitorActive(,server/src/services/monitoringService.ts:389,organizationId in prisma where/data
527,server/src/services/monitoringService.ts,461,continuousMonitor,update,ORG_IN_WHERE_OR_DATA,async updateMonitor(,server/src/services/monitoringService.ts:451,organizationId in prisma where/data
528,server/src/services/monitoringService.ts,493,monitorResult,deleteMany,ORG_IN_WHERE_OR_DATA,"async deleteMonitor(monitorId: string, userId: string, organizationId: string) {",server/src/services/monitoringService.ts:484,organizationId in prisma where/data
529,server/src/services/monitoringService.ts,494,monitorResult,deleteMany,ORG_IN_WHERE_OR_DATA,"async deleteMonitor(monitorId: string, userId: string, organizationId: string) {",server/src/services/monitoringService.ts:484,organizationId in prisma where/data
530,server/src/services/multiWorkspaceService.ts,33,organization,update,ORG_IN_WHERE_OR_DATA,async createChildOrganization(,server/src/services/multiWorkspaceService.ts:51,organizationId present in function (3 refs)
531,server/src/services/multiWorkspaceService.ts,40,organization,update,ORG_IN_WHERE_OR_DATA,async createChildOrganization(,server/src/services/multiWorkspaceService.ts:51,organizationId in prisma where/data
532,server/src/services/multiWorkspaceService.ts,269,user,update,ORG_IN_WHERE_OR_DATA,async moveUserToOrganization(,server/src/services/multiWorkspaceService.ts:258,organizationId in prisma where/data
533,server/src/services/multiWorkspaceService.ts,314,complianceFramework,create,ORG_IN_WHERE_OR_DATA,async cloneFrameworkToChildren(,server/src/services/multiWorkspaceService.ts:301,organizationId in prisma where/data
534,server/src/services/multiWorkspaceService.ts,326,frameworkControl,create,ORG_IN_WHERE_OR_DATA,async cloneFrameworkToChildren(,server/src/services/multiWorkspaceService.ts:318,organizationId in prisma where/data
535,server/src/services/nistCsfService.ts,445,nistCsfProfile,create,ORG_IN_WHERE_OR_DATA,async createProfile(input: CreateProfileInput) {,server/src/services/nistCsfService.ts:447,organizationId in prisma where/data
536,server/src/services/nistCsfService.ts,492,nistCsfProfile,update,ORG_IN_WHERE_OR_DATA,async updateProfile(,server/src/services/nistCsfService.ts:479,organizationId in prisma where/data
537,server/src/services/nistCsfService.ts,558,nistCsfProfile,update,ORG_IN_WHERE_OR_DATA,"async archiveProfile(id: string, organizationId: string, userId: string) {",server/src/services/nistCsfService.ts:548,organizationId in prisma where/data
538,server/src/services/nistCsfService.ts,599,nistCsfSubcategoryAssessment,upsert,ORG_IN_WHERE_OR_DATA,async upsertSubcategoryAssessment(input: UpsertAssessmentInput) {,server/src/services/nistCsfService.ts:591,organizationId in prisma where/data
539,server/src/services/nistCsfService.ts,683,nistCsfSubcategoryAssessment,create,ORG_IN_WHERE_OR_DATA,"async bulkSeedSubcategories(profileId: string, organizationId: string, userId: s",server/src/services/nistCsfService.ts:670,organizationId in prisma where/data
540,server/src/services/nistCsfService.ts,906,nistCsfGapAnalysis,create,ORG_IN_PRIOR_findFirst,async generateGapAnalysis(,server/src/services/nistCsfService.ts:792,prior findFirst/findUnique with organizationId
541,server/src/services/nistCsfService.ts,926,nistCsfGapAnalysis,create,ORG_IN_PRIOR_findFirst,async generateGapAnalysis(,server/src/services/nistCsfService.ts:792,prior findFirst/findUnique with organizationId
542,server/src/services/nistCsfService.ts,1045,nistCsfActionItem,create,ORG_IN_WHERE_OR_DATA,async createActionItem(input: CreateActionItemInput) {,server/src/services/nistCsfService.ts:1037,organizationId in prisma where/data
543,server/src/services/nistCsfService.ts,1090,nistCsfActionItem,update,ORG_IN_WHERE_OR_DATA,async updateActionItem(,server/src/services/nistCsfService.ts:1080,organizationId in prisma where/data
544,server/src/services/nistCsfService.ts,1144,nistCsfActionItem,update,ORG_IN_WHERE_OR_DATA,"async completeActionItem(id: string, organizationId: string, userId: string) {",server/src/services/nistCsfService.ts:1134,organizationId in prisma where/data
545,server/src/services/notificationService.ts,197,notification,create,ORG_IN_WHERE_OR_DATA,async sendNotification(,server/src/services/notificationService.ts:201,organizationId in prisma where/data
546,server/src/services/notificationService.ts,231,notification,update,ORG_IN_WHERE_OR_DATA,async sendNotification(,server/src/services/notificationService.ts:218,organizationId in prisma where/data
547,server/src/services/notificationService.ts,528,notification,create,ORG_IN_WHERE_OR_DATA,private async sendSMS(,server/src/services/notificationService.ts:541,organizationId in prisma where/data
548,server/src/services/notificationService.ts,537,notification,create,ORG_IN_WHERE_OR_DATA,private async sendSMS(,server/src/services/notificationService.ts:541,organizationId in prisma where/data
549,server/src/services/notificationService.ts,704,notification,update,ORG_IN_WHERE_OR_DATA,"async markAsRead(notificationId: string, userId: string): Promise<void> {",server/src/services/notificationService.ts:740,organizationId present in function (1 refs)
550,server/src/services/npsService.ts,92,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,(unknown),server/src/services/npsService.ts:92,"non-prisma: return createHash('sha256').update(ip).digest('hex').slice(0, 32);"
551,server/src/services/npsService.ts,134,nPSInvitation,create,ORG_IN_WHERE_OR_DATA,async scheduleInvitation(input: {,server/src/services/npsService.ts:120,organizationId in prisma where/data
552,server/src/services/npsService.ts,177,nPSInvitation,update,ORG_IN_WHERE_OR_DATA,"async sendInvitation(invitationId: string, organizationId: string) {",server/src/services/npsService.ts:167,organizationId in prisma where/data
553,server/src/services/npsService.ts,211,nPSInvitation,update,ORG_IN_WHERE_OR_DATA,"async sendInvitation(invitationId: string, organizationId: string) {",server/src/services/npsService.ts:221,organizationId in prisma where/data
554,server/src/services/npsService.ts,256,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createResponse(input: CreateNPSResponseInput) {,server/src/services/npsService.ts:246,organizationId in prisma where/data
555,server/src/services/npsService.ts,270,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async createResponse(input: CreateNPSResponseInput) {,server/src/services/npsService.ts:270,non-prisma: await tx.nPSInvitation.update({
556,server/src/services/npsService.ts,294,nPSInvitation,updateMany,ORG_IN_WHERE_OR_DATA,"async dismissInvitation(invitationId: string, organizationId: string, userId: st",server/src/services/npsService.ts:293,organizationId in prisma where/data
557,server/src/services/npsService.ts,317,nPSInvitation,updateMany,ORG_IN_WHERE_OR_DATA,"async snoozeInvitation(invitationId: string, organizationId: string, userId: str",server/src/services/npsService.ts:312,organizationId in prisma where/data
558,server/src/services/pciDssService.ts,241,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createScope(data: {,server/src/services/pciDssService.ts:243,organizationId in prisma where/data
559,server/src/services/pciDssService.ts,305,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async updateScope(,server/src/services/pciDssService.ts:305,non-prisma: const updated = await (prisma as any).pCIScope.update({
560,server/src/services/pciDssService.ts,413,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async upsertRequirement(data: {,server/src/services/pciDssService.ts:413,"non-prisma: ? await (prisma as any).pCIRequirement.update({ where: { id: existing.id }, data: payload })"
561,server/src/services/pciDssService.ts,414,unknown,unknown,ORG_IN_WHERE_OR_DATA,async upsertRequirement(data: {,server/src/services/pciDssService.ts:418,organizationId in prisma where/data
562,server/src/services/pciDssService.ts,492,unknown,unknown,ORG_IN_WHERE_OR_DATA,"async bulkSeedRequirements(scopeId: string, organizationId: string, userId: stri",server/src/services/pciDssService.ts:480,organizationId in prisma where/data
563,server/src/services/pciDssService.ts,551,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createEvidence(data: {,server/src/services/pciDssService.ts:542,organizationId in prisma where/data
564,server/src/services/pciDssService.ts,616,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async approveEvidence(id: string, organizationId: string, reviewerId: string) {",server/src/services/pciDssService.ts:616,non-prisma: const updated = await (prisma as any).pCIEvidence.update({
565,server/src/services/pciDssService.ts,649,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async rejectEvidence(id: string, organizationId: string, reviewerId: string, rea",server/src/services/pciDssService.ts:649,non-prisma: const updated = await (prisma as any).pCIEvidence.update({
566,server/src/services/pciDssService.ts,707,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createQSAFinding(data: {,server/src/services/pciDssService.ts:699,organizationId in prisma where/data
567,server/src/services/pciDssService.ts,784,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async updateQSAFindingStatus(,server/src/services/pciDssService.ts:784,non-prisma: const updated = await (prisma as any).qSAFinding.update({
568,server/src/services/pciDssService.ts,856,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createCCW(data: {,server/src/services/pciDssService.ts:846,organizationId in prisma where/data
569,server/src/services/pciDssService.ts,892,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async approveCCW(id: string, organizationId: string, approverId: string) {",server/src/services/pciDssService.ts:892,non-prisma: (prisma as any).compensatingControlWorksheet.update({
570,server/src/services/pciDssService.ts,896,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async approveCCW(id: string, organizationId: string, approverId: string) {",server/src/services/pciDssService.ts:896,non-prisma: (prisma as any).pCIRequirement.update({
571,server/src/services/pciDssService.ts,946,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createROC(data: {,server/src/services/pciDssService.ts:937,organizationId in prisma where/data
572,server/src/services/pciDssService.ts,1001,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async finalizeROC(id: string, organizationId: string, userId: string) {",server/src/services/pciDssService.ts:1001,non-prisma: const updated = await (prisma as any).pCIROC.update({
573,server/src/services/pciDssService.ts,1051,unknown,unknown,ORG_IN_WHERE_OR_DATA,async generateAOC(,server/src/services/pciDssService.ts:1040,organizationId in prisma where/data
574,server/src/services/personnelService.ts,26,personnel,create,ORG_IN_WHERE_OR_DATA,async createPersonnel(data: {,server/src/services/personnelService.ts:17,organizationId in prisma where/data
575,server/src/services/personnelService.ts,73,personnel,update,ORG_IN_WHERE_OR_DATA,async completeOnboarding(,server/src/services/personnelService.ts:64,organizationId in prisma where/data
576,server/src/services/personnelService.ts,85,user,update,ORG_IN_WHERE_OR_DATA,async completeOnboarding(,server/src/services/personnelService.ts:92,organizationId in prisma where/data
577,server/src/services/personnelService.ts,118,personnel,update,ORG_IN_WHERE_OR_DATA,async startOffboarding(,server/src/services/personnelService.ts:109,organizationId in prisma where/data
578,server/src/services/personnelService.ts,131,user,update,ORG_IN_WHERE_OR_DATA,async startOffboarding(,server/src/services/personnelService.ts:144,organizationId in prisma where/data
579,server/src/services/personnelService.ts,170,accessReview,create,ORG_IN_WHERE_OR_DATA,async createAccessReview(data: {,server/src/services/personnelService.ts:167,organizationId in prisma where/data
580,server/src/services/personnelService.ts,221,accessReview,update,ORG_IN_WHERE_OR_DATA,async completeAccessReview(,server/src/services/personnelService.ts:212,organizationId in prisma where/data
581,server/src/services/personnelService.ts,239,personnel,update,ORG_IN_WHERE_OR_DATA,async completeAccessReview(,server/src/services/personnelService.ts:251,organizationId in prisma where/data
582,server/src/services/personnelService.ts,347,personnel,update,ORG_IN_WHERE_OR_DATA,async updatePersonnelAccess(,server/src/services/personnelService.ts:338,organizationId in prisma where/data
583,server/src/services/personnelService.ts,387,personnel,update,ORG_IN_WHERE_OR_DATA,async updateTrainingStatus(,server/src/services/personnelService.ts:378,organizationId in prisma where/data
584,server/src/services/personnelService.ts,496,personnel,update,ORG_IN_WHERE_OR_DATA,async updatePersonnel(,server/src/services/personnelService.ts:485,organizationId in prisma where/data
585,server/src/services/personnelService.ts,544,personnel,update,ORG_IN_WHERE_OR_DATA,async deletePersonnel(,server/src/services/personnelService.ts:531,organizationId in prisma where/data
586,server/src/services/personnelService.ts,553,personnel,update,ORG_IN_WHERE_OR_DATA,async deletePersonnel(,server/src/services/personnelService.ts:563,organizationId in prisma where/data
587,server/src/services/policyLibraryService.ts,30,policy,create,ORG_IN_WHERE_OR_DATA,async createPolicy(data: {,server/src/services/policyLibraryService.ts:16,organizationId in prisma where/data
588,server/src/services/policyLibraryService.ts,256,frameworkControl,update,ORG_IN_WHERE_OR_DATA,async createControlMapping(,server/src/services/policyLibraryService.ts:244,organizationId in prisma where/data
589,server/src/services/policyLibraryService.ts,305,policy,update,ORG_IN_WHERE_OR_DATA,"async archivePolicy(policyId: string, userId: string, organizationId: string) {",server/src/services/policyLibraryService.ts:299,organizationId in prisma where/data
590,server/src/services/policyLibraryService.ts,331,policy,update,ORG_IN_WHERE_OR_DATA,"async submitForReview(policyId: string, userId: string, organizationId: string) ",server/src/services/policyLibraryService.ts:325,organizationId in prisma where/data
591,server/src/services/policyLibraryService.ts,357,policy,create,ORG_IN_WHERE_OR_DATA,"async duplicatePolicy(policyId: string, userId: string, organizationId: string) ",server/src/services/policyLibraryService.ts:351,organizationId in prisma where/data
592,server/src/services/policyLibraryService.ts,449,policy,update,ORG_IN_WHERE_OR_DATA,async updatePolicy(,server/src/services/policyLibraryService.ts:440,organizationId in prisma where/data
593,server/src/services/policyLibraryService.ts,484,policy,update,ORG_IN_WHERE_OR_DATA,async approvePolicy(,server/src/services/policyLibraryService.ts:475,organizationId in prisma where/data
594,server/src/services/questionnaireService.ts,48,questionnaire,create,ORG_IN_WHERE_OR_DATA,async createQuestionnaire(data: {,server/src/services/questionnaireService.ts:39,organizationId in prisma where/data
595,server/src/services/questionnaireService.ts,97,questionnaireQuestion,create,ORG_IN_WHERE_OR_DATA,async addQuestions(,server/src/services/questionnaireService.ts:86,organizationId in prisma where/data
596,server/src/services/questionnaireService.ts,175,questionnaireResponse,create,ORG_IN_PRIOR_findFirst,async generateAIResponses(,server/src/services/questionnaireService.ts:132,prior findFirst/findUnique with organizationId
597,server/src/services/questionnaireService.ts,195,questionnaire,update,ORG_IN_WHERE_OR_DATA,async generateAIResponses(,server/src/services/questionnaireService.ts:206,organizationId in prisma where/data
598,server/src/services/questionnaireService.ts,377,questionnaireResponse,update,ORG_IN_PRIOR_findFirst,async submitResponse(,server/src/services/questionnaireService.ts:358,prior findFirst/findUnique with organizationId
599,server/src/services/questionnaireService.ts,388,questionnaireResponse,create,ORG_IN_WHERE_OR_DATA,async submitResponse(,server/src/services/questionnaireService.ts:402,organizationId in prisma where/data
600,server/src/services/questionnaireService.ts,451,questionnaire,update,ORG_IN_WHERE_OR_DATA,async completeQuestionnaire(,server/src/services/questionnaireService.ts:465,organizationId in prisma where/data
601,server/src/services/queue/jobQueue.ts,607,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private setupRepeatableJob(,server/src/services/queue/jobQueue.ts:607,non-prisma: this.scheduledJobs.delete(repeatKey);
602,server/src/services/queue/jobQueue.ts,791,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async shutdown(timeoutMs = 30000): Promise<void> {,server/src/services/queue/jobQueue.ts:791,non-prisma: this.scheduledJobs.delete(key);
603,server/src/services/realTimeComplianceService.ts,418,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async executeMonitorAndBroadcast(,server/src/services/realTimeComplianceService.ts:418,non-prisma: this.monitorMutexes.delete(monitorId);
604,server/src/services/realTimeComplianceService.ts,514,metricsHistory,create,ORG_IN_WHERE_OR_DATA,async recomputeAndBroadcastScore(,server/src/services/realTimeComplianceService.ts:506,organizationId in prisma where/data
605,server/src/services/realTimeComplianceService.ts,653,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private scheduleScoreRecompute(organizationId: string, reason: string): void {",server/src/services/realTimeComplianceService.ts:653,non-prisma: this.scoreDebounceTimers.delete(organizationId);
606,server/src/services/reportingService.ts,29,customReport,create,ORG_IN_WHERE_OR_DATA,async createReport(data: {,server/src/services/reportingService.ts:20,organizationId in prisma where/data
607,server/src/services/reportingService.ts,358,customReport,update,ORG_IN_WHERE_OR_DATA,async scheduleReport(,server/src/services/reportingService.ts:356,organizationId in prisma where/data
608,server/src/services/riskManagementService.ts,28,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createRiskAssessment(data: {,server/src/services/riskManagementService.ts:19,organizationId in prisma where/data
609,server/src/services/riskManagementService.ts,74,unknown,unknown,ORG_IN_WHERE_OR_DATA,async addRiskToAssessment(,server/src/services/riskManagementService.ts:65,organizationId in prisma where/data
610,server/src/services/riskManagementService.ts,118,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async completeRiskAssessment(,server/src/services/riskManagementService.ts:118,non-prisma: const assessment = await tx.riskAssessment.update({
611,server/src/services/riskManagementService.ts,161,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async updateRiskRemediation(,server/src/services/riskManagementService.ts:161,non-prisma: const risk = await tx.riskItem.update({
612,server/src/services/riskManagementService.ts,209,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async updateRiskScore(,server/src/services/riskManagementService.ts:209,non-prisma: const risk = await tx.riskItem.update({
613,server/src/services/riskManagementService.ts,251,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async resolveRisk(,server/src/services/riskManagementService.ts:251,non-prisma: const risk = await tx.riskItem.update({
614,server/src/services/s3Service.ts,34,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,(unknown),server/src/services/s3Service.ts:34,non-prisma: AWS.config.update({
615,server/src/services/s3Service.ts,122,fileUpload,create,ORG_IN_WHERE_OR_DATA,async uploadFile(options: UploadOptions): Promise<UploadResult> {,server/src/services/s3Service.ts:114,organizationId in prisma where/data
616,server/src/services/s3Service.ts,209,fileUpload,delete,ORG_IN_WHERE_OR_DATA,"async deleteFile(fileId: string, organizationId: string): Promise<void> {",server/src/services/s3Service.ts:194,organizationId in prisma where/data
617,server/src/services/secureChatService.ts,1752,chatConversation,create,ORG_IN_WHERE_OR_DATA,"private async getConversation(userId: string, organizationId: string): Promise<a",server/src/services/secureChatService.ts:1742,organizationId in prisma where/data
618,server/src/services/secureChatService.ts,1813,chatConversation,update,ORG_IN_WHERE_OR_DATA,async chatWithUser(,server/src/services/secureChatService.ts:1772,organizationId referenced before write in function
619,server/src/services/secureChatService.ts,1824,auditLog,create,ORG_IN_WHERE_OR_DATA,async chatWithUser(,server/src/services/secureChatService.ts:1829,organizationId in prisma where/data
620,server/src/services/sessionManagementService.ts,351,auditLog,create,ORG_IN_WHERE_OR_DATA,private async sendTimeoutWarning(session: UserSession): Promise<void> {,server/src/services/sessionManagementService.ts:360,organizationId in prisma where/data
621,server/src/services/sessionManagementService.ts,386,auditLog,create,ORG_IN_WHERE_OR_DATA,private async storeSessionInDatabase(session: UserSession): Promise<void> {,server/src/services/sessionManagementService.ts:398,organizationId in prisma where/data
622,server/src/services/sessionManagementService.ts,412,auditLog,create,ORG_IN_WHERE_OR_DATA,"private async markSessionTerminated(sessionId: string, reason: string): Promise<",server/src/services/sessionManagementService.ts:421,organizationId in prisma where/data
623,server/src/services/soc2Service.ts,265,sOC2Engagement,create,ORG_IN_WHERE_OR_DATA,async createEngagement(data: {,server/src/services/soc2Service.ts:267,organizationId in prisma where/data
624,server/src/services/soc2Service.ts,339,sOC2Engagement,update,ORG_IN_WHERE_OR_DATA,async updateEngagement(,server/src/services/soc2Service.ts:330,organizationId in prisma where/data
625,server/src/services/soc2Service.ts,448,sOC2Control,upsert,ORG_IN_WHERE_OR_DATA,async upsertControl(data: {,server/src/services/soc2Service.ts:435,organizationId in prisma where/data
626,server/src/services/soc2Service.ts,538,unknown,unknown,ORG_IN_WHERE_OR_DATA,"async bulkSeedControls(engagementId: string, organizationId: string, userId: str",server/src/services/soc2Service.ts:540,organizationId in prisma where/data
627,server/src/services/soc2Service.ts,618,sOC2Control,update,ORG_IN_WHERE_OR_DATA,async testControl(,server/src/services/soc2Service.ts:609,organizationId in prisma where/data
628,server/src/services/soc2Service.ts,738,sOC2EvidenceSample,create,ORG_IN_WHERE_OR_DATA,async createEvidenceSample(data: {,server/src/services/soc2Service.ts:728,organizationId in prisma where/data
629,server/src/services/soc2Service.ts,804,sOC2EvidenceSample,update,ORG_IN_WHERE_OR_DATA,"async approveEvidenceSample(id: string, organizationId: string, reviewerId: stri",server/src/services/soc2Service.ts:794,organizationId in prisma where/data
630,server/src/services/soc2Service.ts,865,sOC2Exception,create,ORG_IN_WHERE_OR_DATA,async createException(data: {,server/src/services/soc2Service.ts:852,organizationId in prisma where/data
631,server/src/services/soc2Service.ts,949,sOC2Exception,update,ORG_IN_WHERE_OR_DATA,async updateExceptionStatus(,server/src/services/soc2Service.ts:944,organizationId in prisma where/data
632,server/src/services/soc2Service.ts,1018,sOC2CUEC,create,ORG_IN_WHERE_OR_DATA,async createCUEC(data: {,server/src/services/soc2Service.ts:1005,organizationId in prisma where/data
633,server/src/services/soc2Service.ts,1078,sOC2ManagementAssertion,create,ORG_IN_WHERE_OR_DATA,async createManagementAssertion(data: {,server/src/services/soc2Service.ts:1073,organizationId in prisma where/data
634,server/src/services/sodService.ts,112,soDRule,create,ORG_IN_WHERE_OR_DATA,async createSoDRule(data: SoDRuleInput): Promise<SoDRuleRecord> {,server/src/services/sodService.ts:115,organizationId in prisma where/data
635,server/src/services/sodService.ts,230,soDRule,update,ORG_IN_WHERE_OR_DATA,async updateSoDRule(,server/src/services/sodService.ts:215,organizationId in prisma where/data
636,server/src/services/sodService.ts,254,soDRule,delete,ORG_IN_WHERE_OR_DATA,"async deleteSoDRule(id: string, userId: string, organizationId: string): Promise",server/src/services/sodService.ts:250,organizationId in prisma where/data
637,server/src/services/sodService.ts,279,soDViolation,create,ORG_IN_WHERE_OR_DATA,async createSoDViolation(data: SoDViolationInput): Promise<SoDViolationRecord> {,server/src/services/sodService.ts:282,organizationId in prisma where/data
638,server/src/services/sodService.ts,511,soDViolation,update,ORG_IN_WHERE_OR_DATA,async mitigateViolation(,server/src/services/sodService.ts:505,organizationId in prisma where/data
639,server/src/services/sodService.ts,548,soDViolation,update,ORG_IN_WHERE_OR_DATA,async acceptViolation(,server/src/services/sodService.ts:542,organizationId in prisma where/data
640,server/src/services/sodService.ts,585,soDViolation,update,ORG_IN_WHERE_OR_DATA,async remediateViolation(,server/src/services/sodService.ts:579,organizationId in prisma where/data
641,server/src/services/sodService.ts,1057,soDViolation,update,ORG_IN_WHERE_OR_DATA,async addCompensatingControl(,server/src/services/sodService.ts:1069,organizationId in prisma where/data
642,server/src/services/sodService.ts,1119,soDViolation,update,ORG_IN_WHERE_OR_DATA,async updateCompensatingControl(,server/src/services/sodService.ts:1131,organizationId in prisma where/data
643,server/src/services/sodService.ts,1168,soDViolation,update,ORG_IN_WHERE_OR_DATA,async deleteCompensatingControl(,server/src/services/sodService.ts:1180,organizationId in prisma where/data
644,server/src/services/soxService.ts,128,sOXControl,create,ORG_IN_WHERE_OR_DATA,async createSOXControl(data: {,server/src/services/soxService.ts:131,organizationId in prisma where/data
645,server/src/services/soxService.ts,238,sOXControl,update,ORG_IN_WHERE_OR_DATA,async updateSOXControl(,server/src/services/soxService.ts:245,organizationId in prisma where/data
646,server/src/services/soxService.ts,260,sOXControl,deleteMany,ORG_IN_WHERE_OR_DATA,"async deleteSOXControl(id: string, userId: string, organizationId: string): Prom",server/src/services/soxService.ts:256,organizationId in prisma where/data
647,server/src/services/soxService.ts,335,sOXTestResult,create,ORG_IN_WHERE_OR_DATA,async createSOXTestResult(data: {,server/src/services/soxService.ts:329,organizationId in prisma where/data
648,server/src/services/soxService.ts,369,sOXControl,update,ORG_IN_PRIOR_findFirst,async createSOXTestResult(data: {,server/src/services/soxService.ts:328,prior findFirst/findUnique with organizationId
649,server/src/services/soxService.ts,470,sOXTestResult,update,ORG_IN_WHERE_OR_DATA,async updateSOXTestResult(,server/src/services/soxService.ts:471,organizationId in prisma where/data
650,server/src/services/soxService.ts,492,sOXTestResult,delete,ORG_IN_WHERE_OR_DATA,"async deleteSOXTestResult(id: string, userId: string, organizationId: string): P",server/src/services/soxService.ts:488,organizationId in prisma where/data
651,server/src/services/soxService.ts,545,sOXAssessment,create,ORG_IN_WHERE_OR_DATA,async createSOXAssessment(data: {,server/src/services/soxService.ts:548,organizationId in prisma where/data
652,server/src/services/soxService.ts,634,sOXAssessment,update,ORG_IN_WHERE_OR_DATA,async updateSOXAssessment(,server/src/services/soxService.ts:641,organizationId in prisma where/data
653,server/src/services/soxService.ts,656,sOXAssessment,deleteMany,ORG_IN_WHERE_OR_DATA,"async deleteSOXAssessment(id: string, userId: string, organizationId: string): P",server/src/services/soxService.ts:652,organizationId in prisma where/data
654,server/src/services/soxService.ts,1118,sOXControl,update,ORG_IN_WHERE_OR_DATA,async scoreWalkthrough(,server/src/services/soxService.ts:999,organizationId referenced before write in function
655,server/src/services/stripeService.ts,158,unknown,unknown,ORG_IN_WHERE_OR_DATA,async function ensureStripePricesExist(): Promise<void> {,server/src/services/stripeService.ts:208,organizationId present in function (1 refs)
656,server/src/services/stripeService.ts,167,unknown,unknown,ORG_IN_WHERE_OR_DATA,async function ensureStripePricesExist(): Promise<void> {,server/src/services/stripeService.ts:208,organizationId present in function (1 refs)
657,server/src/services/stripeService.ts,180,unknown,unknown,ORG_IN_WHERE_OR_DATA,async function ensureStripePricesExist(): Promise<void> {,server/src/services/stripeService.ts:208,organizationId present in function (1 refs)
658,server/src/services/stripeService.ts,212,organization,update,ORG_IN_WHERE_OR_DATA,async createCustomer(,server/src/services/stripeService.ts:208,organizationId in prisma where/data
659,server/src/services/stripeService.ts,222,organization,update,ORG_IN_WHERE_OR_DATA,async createCustomer(,server/src/services/stripeService.ts:208,organizationId in prisma where/data
660,server/src/services/stripeService.ts,328,unknown,unknown,ORG_IN_WHERE_OR_DATA,async createCheckoutSession(options: CreateCheckoutSessionOptions): Promise<stri,server/src/services/stripeService.ts:245,organizationId present in function (3 refs)
661,server/src/services/stripeService.ts,343,unknown,unknown,ORG_IN_WHERE_OR_DATA,"async createPortalSession(customerId: string, returnUrl: string): Promise<string",server/src/services/stripeService.ts:358,organizationId in prisma where/data
